transaction_id,customer_id,product_id,transaction_date,amount,currency,status
TXN-10111,CUST-0011,PROD-02,2026-01-22,299.0,USD,Settled
TXN-10112,CUST-0011,PROD-02,2026-02-21,269.1,USD,Settled
TXN-10113,CUST-0011,PROD-02,2026-03-23,299.0,USD,Settled
TXN-10114,CUST-0011,PROD-02,2026-04-22,299.0,USD,Settled
TXN-10115,CUST-0011,PROD-02,2026-05-22,269.1,USD,Settled
TXN-10116,CUST-0011,PROD-02,2026-06-21,299.0,USD,Refunded
TXN-10117,CUST-0011,PROD-02,2026-07-21,299.0,USD,Settled
TXN-10118,CUST-0012,PROD-02,2026-06-01,299.0,USD,Refunded
TXN-10119,CUST-0012,PROD-02,2026-07-01,299.0,USD,Failed
TXN-10120,CUST-0013,PROD-01,2024-12-01,99.0,USD,Settled
TXN-10121,CUST-0013,PROD-01,2024-12-31,99.0,USD,Settled
TXN-10122,CUST-0013,PROD-01,2025-01-30,99.0,USD,Settled
TXN-10123,CUST-0013,PROD-01,2025-03-01,89.1,USD,Settled
TXN-10124,CUST-0013,PROD-01,2025-03-31,99.0,USD,Refunded
TXN-10125,CUST-0013,PROD-01,2025-04-30,99.0,USD,Settled
TXN-10126,CUST-0013,PROD-01,2025-05-30,99.0,USD,Settled
TXN-10127,CUST-0013,PROD-01,2025-06-29,89.1,USD,Settled
TXN-10128,CUST-0013,PROD-01,2025-07-29,89.1,USD,Settled
TXN-10129,CUST-0013,PROD-01,2025-08-28,99.0,USD,Settled
TXN-10130,CUST-0013,PROD-01,2025-09-27,79.2,USD,Settled
TXN-10131,CUST-0013,PROD-01,2025-10-27,99.0,USD,Settled
TXN-10132,CUST-0013,PROD-01,2025-11-26,89.1,USD,Settled
TXN-10133,CUST-0013,PROD-01,2025-12-26,99.0,USD,Settled
TXN-10134,CUST-0013,PROD-01,2026-01-25,99.0,USD,Settled
TXN-10135,CUST-0013,PROD-01,2026-02-24,99.0,USD,Settled
TXN-10136,CUST-0013,PROD-01,2026-03-26,99.0,USD,Settled
TXN-10137,CUST-0013,PROD-01,2026-04-25,99.0,USD,Settled
TXN-10138,CUST-0013,PROD-01,2026-05-25,99.0,USD,Settled
TXN-10139,CUST-0013,PROD-01,2026-06-24,99.0,USD,Settled
TXN-10140,CUST-0013,PROD-01,2026-07-24,99.0,USD,Settled
TXN-10141,CUST-0014,PROD-03,2025-11-13,999.0,USD,Settled
TXN-10142,CUST-0014,PROD-03,2025-12-13,999.0,USD,Settled
TXN-10143,CUST-0014,PROD-03,2026-01-12,999.0,USD,Settled
TXN-10144,CUST-0014,PROD-03,2026-02-11,999.0,USD,Settled
TXN-10145,CUST-0014,PROD-03,2026-03-13,999.0,USD,Settled
TXN-10146,CUST-0014,PROD-03,2026-04-12,999.0,USD,Settled
TXN-10147,CUST-0014,PROD-03,2026-05-12,999.0,USD,Settled
TXN-10148,CUST-0014,PROD-03,2026-06-11,999.0,USD,Settled
TXN-10149,CUST-0014,PROD-03,2026-07-11,899.1,USD,Settled
TXN-10150,CUST-0015,PROD-01,2025-02-22,99.0,USD,Settled
TXN-10151,CUST-0015,PROD-01,2025-03-24,99.0,USD,Settled
TXN-10152,CUST-0015,PROD-01,2025-04-23,99.0,USD,Settled
TXN-10153,CUST-0015,PROD-01,2025-05-23,79.2,USD,Settled
TXN-10154,CUST-0015,PROD-01,2025-06-22,99.0,USD,Settled
TXN-10155,CUST-0015,PROD-01,2025-07-22,99.0,USD,Settled
TXN-10156,CUST-0015,PROD-01,2025-08-21,99.0,USD,Settled
TXN-10157,CUST-0015,PROD-01,2025-09-20,99.0,USD,Settled
TXN-10158,CUST-0015,PROD-01,2025-10-20,99.0,USD,Settled
TXN-10159,CUST-0015,PROD-01,2025-11-19,99.0,USD,Settled
TXN-10160,CUST-0015,PROD-01,2025-12-19,99.0,USD,Settled
TXN-10161,CUST-0015,PROD-01,2026-01-18,99.0,USD,Settled
TXN-10162,CUST-0015,PROD-01,2026-02-17,99.0,USD,Settled
TXN-10163,CUST-0015,PROD-01,2026-03-19,99.0,USD,Settled
TXN-10164,CUST-0015,PROD-01,2026-04-18,99.0,USD,Settled
TXN-10165,CUST-0015,PROD-01,2026-05-18,99.0,USD,Settled
TXN-10166,CUST-0015,PROD-01,2026-06-17,99.0,USD,Settled
TXN-10167,CUST-0015,PROD-01,2026-07-17,99.0,USD,Settled
TXN-10168,CUST-0016,PROD-01,2025-01-21,79.2,USD,Settled
TXN-10169,CUST-0016,PROD-01,2025-02-20,99.0,USD,Settled
TXN-10170,CUST-0016,PROD-01,2025-03-22,99.0,USD,Settled
TXN-10171,CUST-0016,PROD-01,2025-04-21,99.0,USD,Settled
TXN-10172,CUST-0016,PROD-01,2025-05-21,99.0,USD,Settled
TXN-10173,CUST-0016,PROD-01,2025-06-20,99.0,USD,Settled
TXN-10174,CUST-0016,PROD-01,2025-07-20,99.0,USD,Settled
TXN-10175,CUST-0016,PROD-01,2025-08-19,89.1,USD,Settled
TXN-10176,CUST-0016,PROD-01,2025-09-18,99.0,USD,Settled
TXN-10177,CUST-0016,PROD-01,2025-10-18,99.0,USD,Settled
TXN-10178,CUST-0016,PROD-01,2025-11-17,99.0,USD,Settled
TXN-10179,CUST-0016,PROD-01,2025-12-17,99.0,USD,Settled
TXN-10180,CUST-0016,PROD-01,2026-01-16,99.0,USD,Settled
TXN-10181,CUST-0016,PROD-01,2026-02-15,99.0,USD,Settled
TXN-10182,CUST-0016,PROD-01,2026-03-17,89.1,USD,Settled
TXN-10183,CUST-0016,PROD-01,2026-04-16,99.0,USD,Refunded
TXN-10184,CUST-0016,PROD-01,2026-05-16,79.2,USD,Settled
TXN-10185,CUST-0016,PROD-01,2026-06-15,79.2,USD,Refunded
TXN-10186,CUST-0016,PROD-01,2026-07-15,99.0,USD,Settled
TXN-10187,CUST-0017,PROD-02,2024-09-17,299.0,USD,Settled
TXN-10188,CUST-0017,PROD-02,2024-10-17,299.0,USD,Settled
TXN-10189,CUST-0017,PROD-02,2024-11-16,269.1,USD,Settled
TXN-10190,CUST-0017,PROD-02,2024-12-16,299.0,USD,Settled
TXN-10191,CUST-0017,PROD-02,2025-01-15,269.1,USD,Settled
TXN-10192,CUST-0017,PROD-02,2025-02-14,269.1,USD,Settled
TXN-10193,CUST-0017,PROD-02,2025-03-16,299.0,USD,Settled
TXN-10194,CUST-0017,PROD-02,2025-04-15,299.0,USD,Settled
TXN-10195,CUST-0017,PROD-02,2025-05-15,269.1,USD,Settled
TXN-10196,CUST-0017,PROD-02,2025-06-14,299.0,USD,Settled
TXN-10197,CUST-0017,PROD-02,2025-07-14,299.0,USD,Settled
TXN-10198,CUST-0017,PROD-02,2025-08-13,299.0,USD,Settled
TXN-10199,CUST-0017,PROD-02,2025-09-12,299.0,USD,Refunded
TXN-10200,CUST-0017,PROD-02,2025-10-12,299.0,USD,Settled
TXN-10201,CUST-0017,PROD-02,2025-11-11,269.1,USD,Settled
TXN-10202,CUST-0017,PROD-02,2025-12-11,299.0,USD,Refunded
TXN-10203,CUST-0017,PROD-02,2026-01-10,299.0,USD,Settled
TXN-10204,CUST-0017,PROD-02,2026-02-09,269.1,USD,Settled
TXN-10205,CUST-0017,PROD-02,2026-03-11,299.0,USD,Settled
TXN-10206,CUST-0018,PROD-02,2025-01-09,299.0,USD,Settled
TXN-10207,CUST-0018,PROD-02,2025-02-08,299.0,USD,Settled
TXN-10208,CUST-0018,PROD-02,2025-03-10,299.0,USD,Settled
TXN-10209,CUST-0018,PROD-02,2025-04-09,299.0,USD,Settled
TXN-10210,CUST-0018,PROD-02,2025-05-09,299.0,USD,Settled
TXN-10211,CUST-0018,PROD-02,2025-06-08,299.0,USD,Settled
TXN-10212,CUST-0018,PROD-02,2025-07-08,299.0,USD,Settled
TXN-10213,CUST-0019,PROD-03,2025-02-18,999.0,USD,Settled
TXN-10214,CUST-0019,PROD-03,2025-03-20,999.0,USD,Settled
TXN-10215,CUST-0019,PROD-03,2025-04-19,999.0,USD,Settled
TXN-10216,CUST-0019,PROD-03,2025-05-19,999.0,USD,Settled
TXN-10217,CUST-0019,PROD-03,2025-06-18,999.0,USD,Refunded
TXN-10218,CUST-0019,PROD-03,2025-07-18,999.0,USD,Settled
TXN-10219,CUST-0019,PROD-03,2025-08-17,999.0,USD,Refunded
TXN-10220,CUST-0019,PROD-03,2025-09-16,999.0,USD,Settled
TXN-10221,CUST-0019,PROD-03,2025-10-16,999.0,USD,Settled
TXN-10222,CUST-0019,PROD-03,2025-11-15,999.0,USD,Settled
TXN-10223,CUST-0019,PROD-03,2025-12-15,999.0,USD,Settled
TXN-10224,CUST-0019,PROD-03,2026-01-14,999.0,USD,Failed
TXN-10225,CUST-0019,PROD-03,2026-02-13,999.0,USD,Settled
TXN-10226,CUST-0019,PROD-03,2026-03-15,999.0,USD,Settled
TXN-10227,CUST-0019,PROD-03,2026-04-14,999.0,USD,Settled
TXN-10228,CUST-0019,PROD-03,2026-05-14,999.0,USD,Settled
TXN-10229,CUST-0019,PROD-03,2026-06-13,999.0,USD,Settled
TXN-10230,CUST-0019,PROD-03,2026-07-13,999.0,USD,Settled
TXN-10231,CUST-0020,PROD-01,2025-02-17,99.0,USD,Settled
TXN-10232,CUST-0020,PROD-01,2025-03-19,89.1,USD,Settled
TXN-10233,CUST-0020,PROD-01,2025-04-18,99.0,USD,Settled
TXN-10234,CUST-0020,PROD-01,2025-05-18,99.0,USD,Settled
TXN-10235,CUST-0020,PROD-01,2025-06-17,99.0,USD,Settled
TXN-10236,CUST-0020,PROD-01,2025-07-17,99.0,USD,Settled
TXN-10237,CUST-0020,PROD-01,2025-08-16,79.2,USD,Settled
TXN-10238,CUST-0020,PROD-01,2025-09-15,99.0,USD,Settled
TXN-10239,CUST-0020,PROD-01,2025-10-15,99.0,USD,Settled
TXN-10240,CUST-0020,PROD-01,2025-11-14,99.0,USD,Settled
TXN-10241,CUST-0020,PROD-01,2025-12-14,89.1,USD,Settled
TXN-10242,CUST-0020,PROD-01,2026-01-13,89.1,USD,Settled
TXN-10243,CUST-0020,PROD-01,2026-02-12,99.0,USD,Settled
TXN-10244,CUST-0020,PROD-01,2026-03-14,99.0,USD,Settled
TXN-10245,CUST-0020,PROD-01,2026-04-13,99.0,USD,Settled
TXN-10246,CUST-0021,PROD-02,2024-11-12,269.1,USD,Settled
TXN-10247,CUST-0021,PROD-02,2024-12-12,299.0,USD,Settled
TXN-10248,CUST-0021,PROD-02,2025-01-11,299.0,USD,Settled
TXN-10249,CUST-0021,PROD-02,2025-02-10,299.0,USD,Settled
TXN-10250,CUST-0021,PROD-02,2025-03-12,299.0,USD,Settled
TXN-10251,CUST-0021,PROD-02,2025-04-11,299.0,USD,Settled
TXN-10252,CUST-0021,PROD-02,2025-05-11,299.0,USD,Settled
TXN-10253,CUST-0021,PROD-02,2025-06-10,299.0,USD,Settled
TXN-10254,CUST-0021,PROD-02,2025-07-10,299.0,USD,Settled
TXN-10255,CUST-0021,PROD-02,2025-08-09,299.0,USD,Settled
TXN-10256,CUST-0021,PROD-02,2025-09-08,299.0,USD,Settled
TXN-10257,CUST-0021,PROD-02,2025-10-08,299.0,USD,Settled
TXN-10258,CUST-0021,PROD-02,2025-11-07,299.0,USD,Settled
TXN-10259,CUST-0021,PROD-02,2025-12-07,299.0,USD,Settled
TXN-10260,CUST-0021,PROD-02,2026-01-06,299.0,USD,Settled
TXN-10261,CUST-0021,PROD-02,2026-02-05,299.0,USD,Settled
TXN-10262,CUST-0021,PROD-02,2026-03-07,299.0,USD,Settled
TXN-10263,CUST-0021,PROD-02,2026-04-06,299.0,USD,Settled
TXN-10264,CUST-0021,PROD-02,2026-05-06,299.0,USD,Settled
TXN-10265,CUST-0021,PROD-02,2026-06-05,299.0,USD,Settled
TXN-10266,CUST-0022,PROD-02,2025-11-27,299.0,USD,Settled
TXN-10267,CUST-0022,PROD-02,2025-12-27,269.1,USD,Settled
TXN-10268,CUST-0022,PROD-02,2026-01-26,269.1,USD,Settled
TXN-10269,CUST-0022,PROD-02,2026-02-25,299.0,USD,Settled
TXN-10270,CUST-0022,PROD-02,2026-03-27,299.0,USD,Settled
TXN-10271,CUST-0022,PROD-02,2026-04-26,299.0,USD,Settled
TXN-10272,CUST-0022,PROD-02,2026-05-26,269.1,USD,Settled
TXN-10273,CUST-0022,PROD-02,2026-06-25,269.1,USD,Settled
TXN-10274,CUST-0022,PROD-02,2026-07-25,299.0,USD,Settled
TXN-10275,CUST-0023,PROD-01,2024-09-15,99.0,USD,Settled
TXN-10276,CUST-0023,PROD-01,2024-10-15,99.0,USD,Settled
TXN-10277,CUST-0023,PROD-01,2024-11-14,99.0,USD,Settled
TXN-10278,CUST-0023,PROD-01,2024-12-14,99.0,USD,Settled
TXN-10279,CUST-0023,PROD-01,2025-01-13,89.1,USD,Settled
TXN-10280,CUST-0023,PROD-01,2025-02-12,99.0,USD,Settled
TXN-10281,CUST-0023,PROD-01,2025-03-14,99.0,USD,Settled
TXN-10282,CUST-0023,PROD-01,2025-04-13,99.0,USD,Settled
TXN-10283,CUST-0023,PROD-01,2025-05-13,89.1,USD,Settled
TXN-10284,CUST-0023,PROD-01,2025-06-12,89.1,USD,Settled
TXN-10285,CUST-0023,PROD-01,2025-07-12,99.0,USD,Settled
TXN-10286,CUST-0023,PROD-01,2025-08-11,89.1,USD,Settled
TXN-10287,CUST-0023,PROD-01,2025-09-10,99.0,USD,Settled
TXN-10288,CUST-0023,PROD-01,2025-10-10,99.0,USD,Settled
TXN-10289,CUST-0023,PROD-01,2025-11-09,89.1,USD,Settled
TXN-10290,CUST-0023,PROD-01,2025-12-09,99.0,USD,Settled
TXN-10291,CUST-0023,PROD-01,2026-01-08,99.0,USD,Settled
TXN-10292,CUST-0023,PROD-01,2026-02-07,99.0,USD,Settled
TXN-10293,CUST-0023,PROD-01,2026-03-09,99.0,USD,Settled
TXN-10294,CUST-0023,PROD-01,2026-04-08,99.0,USD,Settled
TXN-10295,CUST-0023,PROD-01,2026-05-08,99.0,USD,Settled
TXN-10296,CUST-0023,PROD-01,2026-06-07,99.0,USD,Settled
TXN-10297,CUST-0023,PROD-01,2026-07-07,89.1,USD,Settled
TXN-10298,CUST-0024,PROD-02,2025-02-08,299.0,USD,Settled
TXN-10299,CUST-0024,PROD-02,2025-03-10,299.0,USD,Settled
TXN-10300,CUST-0024,PROD-02,2025-04-09,269.1,USD,Settled
TXN-10301,CUST-0024,PROD-02,2025-05-09,299.0,USD,Settled
TXN-10302,CUST-0024,PROD-02,2025-06-08,269.1,USD,Settled
TXN-10303,CUST-0024,PROD-02,2025-07-08,299.0,USD,Settled
TXN-10304,CUST-0024,PROD-02,2025-08-07,299.0,USD,Settled
TXN-10305,CUST-0024,PROD-02,2025-09-06,299.0,USD,Refunded
TXN-10306,CUST-0024,PROD-02,2025-10-06,299.0,USD,Settled
TXN-10307,CUST-0024,PROD-02,2025-11-05,269.1,USD,Settled
TXN-10308,CUST-0024,PROD-02,2025-12-05,269.1,USD,Settled
TXN-10309,CUST-0024,PROD-02,2026-01-04,299.0,USD,Settled
TXN-10310,CUST-0024,PROD-02,2026-02-03,299.0,USD,Settled
TXN-10311,CUST-0024,PROD-02,2026-03-05,299.0,USD,Settled
TXN-10312,CUST-0024,PROD-02,2026-04-04,299.0,USD,Settled
TXN-10313,CUST-0024,PROD-02,2026-05-04,299.0,USD,Settled
TXN-10314,CUST-0024,PROD-02,2026-06-03,299.0,USD,Settled
TXN-10315,CUST-0024,PROD-02,2026-07-03,299.0,USD,Settled
TXN-10316,CUST-0025,PROD-03,2026-03-03,899.1,USD,Settled
TXN-10317,CUST-0025,PROD-03,2026-04-02,799.2,USD,Settled
TXN-10318,CUST-0025,PROD-03,2026-05-02,999.0,USD,Settled
TXN-10319,CUST-0025,PROD-03,2026-06-01,899.1,USD,Settled
TXN-10320,CUST-0025,PROD-03,2026-07-01,999.0,USD,Settled
TXN-10321,CUST-0026,PROD-01,2025-06-30,99.0,USD,Settled
TXN-10322,CUST-0026,PROD-01,2025-07-30,89.1,USD,Settled
TXN-10323,CUST-0026,PROD-01,2025-08-29,99.0,USD,Settled
TXN-10324,CUST-0026,PROD-01,2025-09-28,99.0,USD,Refunded
TXN-10325,CUST-0026,PROD-01,2025-10-28,99.0,USD,Settled
TXN-10326,CUST-0027,PROD-02,2025-08-20,299.0,USD,Settled
TXN-10327,CUST-0027,PROD-02,2025-09-19,239.2,USD,Settled
TXN-10328,CUST-0028,PROD-01,2026-05-12,89.1,USD,Settled
TXN-10329,CUST-0028,PROD-01,2026-06-11,99.0,USD,Settled
TXN-10330,CUST-0028,PROD-01,2026-07-11,89.1,USD,Settled
TXN-10331,CUST-0029,PROD-01,2025-09-19,99.0,USD,Settled
TXN-10332,CUST-0030,PROD-02,2026-07-19,299.0,USD,Settled
TXN-10333,CUST-0031,PROD-02,2025-01-29,299.0,USD,Settled
TXN-10334,CUST-0031,PROD-02,2025-02-28,299.0,USD,Settled
TXN-10335,CUST-0031,PROD-02,2025-03-30,299.0,USD,Settled
TXN-10336,CUST-0031,PROD-02,2025-04-29,299.0,USD,Settled
TXN-10337,CUST-0031,PROD-02,2025-05-29,299.0,USD,Settled
TXN-10338,CUST-0031,PROD-02,2025-06-28,299.0,USD,Settled
TXN-10339,CUST-0031,PROD-02,2025-07-28,299.0,USD,Settled
TXN-10340,CUST-0031,PROD-02,2025-08-27,299.0,USD,Settled
TXN-10341,CUST-0031,PROD-02,2025-09-26,299.0,USD,Settled
TXN-10342,CUST-0031,PROD-02,2025-10-26,239.2,USD,Settled
TXN-10343,CUST-0031,PROD-02,2025-11-25,299.0,USD,Settled
TXN-10344,CUST-0031,PROD-02,2025-12-25,299.0,USD,Settled
TXN-10345,CUST-0031,PROD-02,2026-01-24,299.0,USD,Settled
TXN-10346,CUST-0031,PROD-02,2026-02-23,299.0,USD,Settled
TXN-10347,CUST-0031,PROD-02,2026-03-25,299.0,USD,Settled
TXN-10348,CUST-0031,PROD-02,2026-04-24,299.0,USD,Settled
TXN-10349,CUST-0031,PROD-02,2026-05-24,299.0,USD,Settled
TXN-10350,CUST-0031,PROD-02,2026-06-23,299.0,USD,Settled
TXN-10351,CUST-0031,PROD-02,2026-07-23,299.0,USD,Settled
TXN-10352,CUST-0032,PROD-02,2024-10-02,299.0,USD,Settled
TXN-10353,CUST-0032,PROD-02,2024-11-01,239.2,USD,Settled
TXN-10354,CUST-0032,PROD-02,2024-12-01,299.0,USD,Settled
TXN-10355,CUST-0032,PROD-02,2024-12-31,299.0,USD,Settled
TXN-10356,CUST-0032,PROD-02,2025-01-30,299.0,USD,Settled
TXN-10357,CUST-0032,PROD-02,2025-03-01,299.0,USD,Settled
TXN-10358,CUST-0032,PROD-02,2025-03-31,239.2,USD,Settled
TXN-10359,CUST-0032,PROD-02,2025-04-30,269.1,USD,Settled
TXN-10360,CUST-0032,PROD-02,2025-05-30,299.0,USD,Settled
TXN-10361,CUST-0032,PROD-02,2025-06-29,269.1,USD,Settled
TXN-10362,CUST-0032,PROD-02,2025-07-29,299.0,USD,Settled
TXN-10363,CUST-0032,PROD-02,2025-08-28,299.0,USD,Settled
TXN-10364,CUST-0032,PROD-02,2025-09-27,299.0,USD,Settled
TXN-10365,CUST-0032,PROD-02,2025-10-27,299.0,USD,Failed
TXN-10366,CUST-0032,PROD-02,2025-11-26,239.2,USD,Refunded
